version,1.7.0
info,balls_per_over,6
info,team,Kolkata Knight Riders
info,team,Mumbai Indians
info,gender,male
info,season,2024
info,date,2024/05/03
info,event,Indian Premier League
info,match_number,51
info,venue,"Wankhede Stadium, Mumbai"
info,city,Mumbai
info,toss_winner,Mumbai Indians
info,toss_decision,field
info,player_of_match,VR Iyer
info,umpire,J Madanagopal
info,umpire,Tapan Sharma
info,reserve_umpire,K Swaroopanand
info,tv_umpire,MA Gough
info,match_referee,P Dharmani
info,winner,Kolkata Knight Riders
info,winner_runs,24
info,player,Kolkata Knight Riders,PD Salt
info,player,Kolkata Knight Riders,SP Narine
info,player,Kolkata Knight Riders,A Raghuvanshi
info,player,Kolkata Knight Riders,SS Iyer
info,player,Kolkata Knight Riders,VR Iyer
info,player,Kolkata Knight Riders,RK Singh
info,player,Kolkata Knight Riders,MK Pandey
info,player,Kolkata Knight Riders,AD Russell
info,player,Kolkata Knight Riders,Ramandeep Singh
info,player,Kolkata Knight Riders,MA Starc
info,player,Kolkata Knight Riders,VG Arora
info,player,Kolkata Knight Riders,CV Varun
info,player,Mumbai Indians,N Thushara
info,player,Mumbai Indians,Ishan Kishan
info,player,Mumbai Indians,RG Sharma
info,player,Mumbai Indians,Naman Dhir
info,player,Mumbai Indians,SA Yadav
info,player,Mumbai Indians,Tilak Varma
info,player,Mumbai Indians,N Wadhera
info,player,Mumbai Indians,HH Pandya
info,player,Mumbai Indians,TH David
info,player,Mumbai Indians,G Coetzee
info,player,Mumbai Indians,PP Chawla
info,player,Mumbai Indians,JJ Bumrah
info,registry,people,A Raghuvanshi,d7017798
info,registry,people,AD Russell,bbd41817
info,registry,people,CV Varun,5b7ab5a9
info,registry,people,D Brevis,844e79d1
info,registry,people,G Coetzee,3204c99f
info,registry,people,HH Pandya,dbe50b21
info,registry,people,Ishan Kishan,752f7486
info,registry,people,J Madanagopal,8275b04a
info,registry,people,JJ Bumrah,462411b3
info,registry,people,K Swaroopanand,aa2a4962
info,registry,people,MA Gough,76752ac8
info,registry,people,MA Starc,3fb19989
info,registry,people,MK Pandey,93b4fc78
info,registry,people,N Thushara,ee1b6c27
info,registry,people,N Wadhera,d1a60072
info,registry,people,Naman Dhir,fffa744b
info,registry,people,P Dharmani,eaa90ab4
info,registry,people,PD Salt,3d284ca3
info,registry,people,PP Chawla,98ae73b1
info,registry,people,RG Sharma,740742ef
info,registry,people,RK Singh,0a509d6b
info,registry,people,Ramandeep Singh,be24ead0
info,registry,people,SA Yadav,271f83cd
info,registry,people,SP Narine,9d430b40
info,registry,people,SS Iyer,85ec8e33
info,registry,people,TH David,f1f99156
info,registry,people,Tapan Sharma,b9aa2b6e
info,registry,people,Tilak Varma,b0482a1d
info,registry,people,VG Arora,7c3b3b78
info,registry,people,VR Iyer,a24be938
ball,1,0.1,Kolkata Knight Riders,PD Salt,SP Narine,N Thushara,1,0,,,,,,"",""
ball,1,0.2,Kolkata Knight Riders,SP Narine,PD Salt,N Thushara,0,1,,,,1,,"",""
ball,1,0.3,Kolkata Knight Riders,PD Salt,SP Narine,N Thushara,4,0,,,,,,"",""
ball,1,0.4,Kolkata Knight Riders,PD Salt,SP Narine,N Thushara,0,1,1,,,,,"",""
ball,1,0.5,Kolkata Knight Riders,PD Salt,SP Narine,N Thushara,0,0,,,,,,caught,PD Salt
ball,1,0.6,Kolkata Knight Riders,A Raghuvanshi,SP Narine,N Thushara,0,1,1,,,,,"",""
ball,1,0.7,Kolkata Knight Riders,A Raghuvanshi,SP Narine,N Thushara,0,0,,,,,,"",""
ball,1,0.8,Kolkata Knight Riders,A Raghuvanshi,SP Narine,N Thushara,6,0,,,,,,"",""
ball,1,1.1,Kolkata Knight Riders,SP Narine,A Raghuvanshi,JJ Bumrah,0,0,,,,,,"",""
ball,1,1.2,Kolkata Knight Riders,SP Narine,A Raghuvanshi,JJ Bumrah,1,0,,,,,,"",""
ball,1,1.3,Kolkata Knight Riders,A Raghuvanshi,SP Narine,JJ Bumrah,0,0,,,,,,"",""
ball,1,1.4,Kolkata Knight Riders,A Raghuvanshi,SP Narine,JJ Bumrah,1,0,,,,,,"",""
ball,1,1.5,Kolkata Knight Riders,SP Narine,A Raghuvanshi,JJ Bumrah,0,0,,,,,,"",""
ball,1,1.6,Kolkata Knight Riders,SP Narine,A Raghuvanshi,JJ Bumrah,0,0,,,,,,"",""
ball,1,2.1,Kolkata Knight Riders,A Raghuvanshi,SP Narine,N Thushara,6,0,,,,,,"",""
ball,1,2.2,Kolkata Knight Riders,A Raghuvanshi,SP Narine,N Thushara,0,0,,,,,,caught,A Raghuvanshi
ball,1,2.3,Kolkata Knight Riders,SS Iyer,SP Narine,N Thushara,4,0,,,,,,"",""
ball,1,2.4,Kolkata Knight Riders,SS Iyer,SP Narine,N Thushara,2,0,,,,,,"",""
ball,1,2.5,Kolkata Knight Riders,SS Iyer,SP Narine,N Thushara,0,0,,,,,,"",""
ball,1,2.6,Kolkata Knight Riders,SS Iyer,SP Narine,N Thushara,0,0,,,,,,caught,SS Iyer
ball,1,3.1,Kolkata Knight Riders,SP Narine,VR Iyer,G Coetzee,1,0,,,,,,"",""
ball,1,3.2,Kolkata Knight Riders,VR Iyer,SP Narine,G Coetzee,0,0,,,,,,"",""
ball,1,3.3,Kolkata Knight Riders,VR Iyer,SP Narine,G Coetzee,4,0,,,,,,"",""
ball,1,3.4,Kolkata Knight Riders,VR Iyer,SP Narine,G Coetzee,0,0,,,,,,"",""
ball,1,3.5,Kolkata Knight Riders,VR Iyer,SP Narine,G Coetzee,4,0,,,,,,"",""
