version,1.7.0
info,balls_per_over,6
info,team,Punjab Kings
info,team,Royal Challengers Bengaluru
info,gender,male
info,season,2025
info,date,2025/04/20
info,event,Indian Premier League
info,match_number,37
info,venue,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
info,city,Mohali
info,toss_winner,Royal Challengers Bengaluru
info,toss_decision,field
info,player_of_match,V Kohli
info,umpire,KM Gandhi
info,umpire,MV Saidharshan Kumar
info,reserve_umpire,M Krishnadas
info,tv_umpire,Nitin Menon
info,match_referee,J Srinath
info,winner,Royal Challengers Bengaluru
info,winner_wickets,7
info,player,Punjab Kings,Harpreet Brar
info,player,Punjab Kings,Priyansh Arya
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,SS Iyer
info,player,Punjab Kings,JP Inglis
info,player,Punjab Kings,N Wadhera
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,MP Stoinis
info,player,Punjab Kings,M Jansen
info,player,Punjab Kings,XC Bartlett
info,player,Punjab Kings,Arshdeep Singh
info,player,Punjab Kings,YS Chahal
info,player,Royal Challengers Bengaluru,Suyash Sharma
info,player,Royal Challengers Bengaluru,PD Salt
info,player,Royal Challengers Bengaluru,V Kohli
info,player,Royal Challengers Bengaluru,D Padikkal
info,player,Royal Challengers Bengaluru,RM Patidar
info,player,Royal Challengers Bengaluru,JM Sharma
info,player,Royal Challengers Bengaluru,R Shepherd
info,player,Royal Challengers Bengaluru,TH David
info,player,Royal Challengers Bengaluru,KH Pandya
info,player,Royal Challengers Bengaluru,B Kumar
info,player,Royal Challengers Bengaluru,JR Hazlewood
info,player,Royal Challengers Bengaluru,Yash Dayal
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,B Kumar,2e81a32d
info,registry,people,D Padikkal,2c25d4f5
info,registry,people,Harpreet Brar,c05edf8e
info,registry,people,J Srinath,bad31fac
info,registry,people,JM Sharma,800d2d97
info,registry,people,JP Inglis,989889ff
info,registry,people,JR Hazlewood,03806cf8
info,registry,people,KH Pandya,5b8c830e
info,registry,people,KM Gandhi,a9421c64
info,registry,people,M Jansen,81c36ee9
info,registry,people,M Krishnadas,e298c588
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,MV Saidharshan Kumar,54b6007b
info,registry,people,N Wadhera,d1a60072
info,registry,people,Nitin Menon,e1d41d9e
info,registry,people,P Simran Singh,9418198b
info,registry,people,PD Salt,3d284ca3
info,registry,people,Priyansh Arya,b5797845
info,registry,people,R Shepherd,c5aef772
info,registry,people,RM Patidar,c740ea83
info,registry,people,SS Iyer,85ec8e33
info,registry,people,Shashank Singh,26989d80
info,registry,people,Suyash Sharma,9440ef41
info,registry,people,TH David,f1f99156
info,registry,people,V Kohli,ba607b88
info,registry,people,XC Bartlett,3b53243a
info,registry,people,YS Chahal,57ee1fde
info,registry,people,Yash Dayal,7210d461
ball,1,0.1,Punjab Kings,Priyansh Arya,P Simran Singh,B Kumar,0,0,,,,,,"",""
ball,1,0.2,Punjab Kings,Priyansh Arya,P Simran Singh,B Kumar,0,0,,,,,,"",""
ball,1,0.3,Punjab Kings,Priyansh Arya,P Simran Singh,B Kumar,1,0,,,,,,"",""
ball,1,0.4,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,1,0,,,,,,"",""
ball,1,0.5,Punjab Kings,Priyansh Arya,P Simran Singh,B Kumar,0,0,,,,,,"",""
ball,1,0.6,Punjab Kings,Priyansh Arya,P Simran Singh,B Kumar,0,0,,,,,,"",""
ball,1,1.1,Punjab Kings,P Simran Singh,Priyansh Arya,Yash Dayal,4,0,,,,,,"",""
ball,1,1.2,Punjab Kings,P Simran Singh,Priyansh Arya,Yash Dayal,1,0,,,,,,"",""
ball,1,1.3,Punjab Kings,Priyansh Arya,P Simran Singh,Yash Dayal,6,0,,,,,,"",""
ball,1,1.4,Punjab Kings,Priyansh Arya,P Simran Singh,Yash Dayal,0,0,,,,,,"",""
ball,1,1.5,Punjab Kings,Priyansh Arya,P Simran Singh,Yash Dayal,4,0,,,,,,"",""
ball,1,1.6,Punjab Kings,Priyansh Arya,P Simran Singh,Yash Dayal,2,0,,,,,,"",""
ball,1,2.1,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,4,0,,,,,,"",""
ball,1,2.2,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,0,0,,,,,,"",""
ball,1,2.3,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,0,0,,,,,,"",""
ball,1,2.4,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,4,0,,,,,,"",""
ball,1,2.5,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,0,0,,,,,,"",""
ball,1,2.6,Punjab Kings,P Simran Singh,Priyansh Arya,B Kumar,4,0,,,,,,"",""
ball,1,3.1,Punjab Kings,Priyansh Arya,P Simran Singh,JR Hazlewood,1,0,,,,,,"",""
ball,1,3.2,Punjab Kings,P Simran Singh,Priyansh Arya,JR Hazlewood,1,0,,,,,,"",""
ball,1,3.3,Punjab Kings,Priyansh Arya,P Simran Singh,JR Hazlewood,4,0,,,,,,"",""
ball,1,3.4,Punjab Kings,Priyansh Arya,P Simran Singh,JR Hazlewood,0,0,,,,,,"",""
ball,1,3.5,Punjab Kings,Priyansh Arya,P Simran Singh,JR Hazlewood,0,0,,,,,,"",""
ball,1,3.6,Punjab Kings,Priyansh Arya,P Simran Singh,JR Hazlewood,4,0,,,,,,"",""
ball,1,4.1,Punjab Kings,P Simran Singh,Priyansh Arya,KH Pandya,1,0,,,,,,"",""
ball,1,4.2,Punjab Kings,Priyansh Arya,P Simran Singh,KH Pandya,0,0,,,,,,caught,Priyansh Arya
