version,1.7.0
info,balls_per_over,6
info,team,Sunrisers Hyderabad
info,team,Lucknow Super Giants
info,gender,male
info,season,2025
info,date,2025/03/27
info,event,Indian Premier League
info,match_number,7
info,venue,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
info,city,Hyderabad
info,toss_winner,Lucknow Super Giants
info,toss_decision,field
info,player_of_match,SN Thakur
info,umpire,Abhijit Bhattacharya
info,umpire,UV Gandhe
info,reserve_umpire,AK Argal
info,tv_umpire,VK Sharma
info,match_referee,V Narayan Kutty
info,winner,Lucknow Super Giants
info,winner_wickets,5
info,player,Sunrisers Hyderabad,TM Head
info,player,Sunrisers Hyderabad,Abhishek Sharma
info,player,Sunrisers Hyderabad,Ishan Kishan
info,player,Sunrisers Hyderabad,Nithish Kumar Reddy
info,player,Sunrisers Hyderabad,H Klaasen
info,player,Sunrisers Hyderabad,Aniket Verma
info,player,Sunrisers Hyderabad,A Manohar
info,player,Sunrisers Hyderabad,PJ Cummins
info,player,Sunrisers Hyderabad,HV Patel
info,player,Sunrisers Hyderabad,Mohammed Shami
info,player,Sunrisers Hyderabad,Simarjeet Singh
info,player,Sunrisers Hyderabad,A Zampa
info,player,Lucknow Super Giants,DS Rathi
info,player,Lucknow Super Giants,MR Marsh
info,player,Lucknow Super Giants,AK Markram
info,player,Lucknow Super Giants,N Pooran
info,player,Lucknow Super Giants,RR Pant
info,player,Lucknow Super Giants,A Badoni
info,player,Lucknow Super Giants,DA Miller
info,player,Lucknow Super Giants,Abdul Samad
info,player,Lucknow Super Giants,SN Thakur
info,player,Lucknow Super Giants,Ravi Bishnoi
info,player,Lucknow Super Giants,Prince Yadav
info,player,Lucknow Super Giants,Avesh Khan
info,registry,people,A Badoni,872b03f7
info,registry,people,A Manohar,0890552f
info,registry,people,A Zampa,14f96089
info,registry,people,AK Argal,0ee78cf3
info,registry,people,AK Markram,6a26221c
info,registry,people,Abdul Samad,8e514b4c
info,registry,people,Abhijit Bhattacharya,59ec9638
info,registry,people,Abhishek Sharma,f29185a1
info,registry,people,Aniket Verma,a3b0600d
info,registry,people,Avesh Khan,eef2536f
info,registry,people,DA Miller,d67d5f00
info,registry,people,DS Rathi,13fc5c6d
info,registry,people,H Klaasen,235c2bb6
info,registry,people,HV Patel,f986ca1a
info,registry,people,Ishan Kishan,752f7486
info,registry,people,MR Marsh,3d8feaf8
info,registry,people,Mohammed Shami,8cf9814c
info,registry,people,N Pooran,3241e3fd
info,registry,people,Nithish Kumar Reddy,aad0c365
info,registry,people,PJ Cummins,ded9240e
info,registry,people,Prince Yadav,80b2fb19
info,registry,people,RR Pant,919a3be2
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,SN Thakur,1abb78f8
info,registry,people,Simarjeet Singh,30df8c66
info,registry,people,TM Head,12b610c2
info,registry,people,UV Gandhe,43dd4011
info,registry,people,V Narayan Kutty,4bacee3d
info,registry,people,VK Sharma,a7a49df4
ball,1,0.1,Sunrisers Hyderabad,TM Head,Abhishek Sharma,SN Thakur,0,0,,,,,,"",""
ball,1,0.2,Sunrisers Hyderabad,TM Head,Abhishek Sharma,SN Thakur,0,0,,,,,,"",""
ball,1,0.3,Sunrisers Hyderabad,TM Head,Abhishek Sharma,SN Thakur,4,0,,,,,,"",""
ball,1,0.4,Sunrisers Hyderabad,TM Head,Abhishek Sharma,SN Thakur,0,0,,,,,,"",""
ball,1,0.5,Sunrisers Hyderabad,TM Head,Abhishek Sharma,SN Thakur,1,0,,,,,,"",""
ball,1,0.6,Sunrisers Hyderabad,Abhishek Sharma,TM Head,SN Thakur,1,0,,,,,,"",""
ball,1,1.1,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Avesh Khan,4,0,,,,,,"",""
ball,1,1.2,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Avesh Khan,0,0,,,,,,"",""
ball,1,1.3,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Avesh Khan,0,0,,,,,,"",""
ball,1,1.4,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Avesh Khan,1,0,,,,,,"",""
ball,1,1.5,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Avesh Khan,0,0,,,,,,"",""
ball,1,1.6,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Avesh Khan,4,0,,,,,,"",""
ball,1,2.1,Sunrisers Hyderabad,Abhishek Sharma,TM Head,SN Thakur,0,0,,,,,,caught,Abhishek Sharma
ball,1,2.2,Sunrisers Hyderabad,Ishan Kishan,TM Head,SN Thakur,0,0,,,,,,caught,Ishan Kishan
ball,1,2.3,Sunrisers Hyderabad,Nithish Kumar Reddy,TM Head,SN Thakur,1,0,,,,,,"",""
ball,1,2.4,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,SN Thakur,4,0,,,,,,"",""
ball,1,2.5,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,SN Thakur,0,1,1,,,,,"",""
ball,1,2.6,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,SN Thakur,0,1,1,,,,,"",""
ball,1,2.7,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,SN Thakur,1,0,,,,,,"",""
ball,1,2.8,Sunrisers Hyderabad,Nithish Kumar Reddy,TM Head,SN Thakur,4,0,,,,,,"",""
ball,1,3.1,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,Avesh Khan,6,0,,,,,,"",""
ball,1,3.2,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,Avesh Khan,1,0,,,,,,"",""
ball,1,3.3,Sunrisers Hyderabad,Nithish Kumar Reddy,TM Head,Avesh Khan,1,0,,,,,,"",""
ball,1,3.4,Sunrisers Hyderabad,TM Head,Nithish Kumar Reddy,Avesh Khan,6,0,,,,,,"",""
