version,1.7.0
info,balls_per_over,6
info,team,Lucknow Super Giants
info,team,Punjab Kings
info,gender,male
info,season,2023
info,date,2023/04/15
info,event,Indian Premier League
info,match_number,21
info,venue,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
info,city,Lucknow
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,Sikandar Raza
info,umpire,HAS Khalid
info,umpire,VK Sharma
info,reserve_umpire,A Bengeri
info,tv_umpire,Tapan Sharma
info,match_referee,Shakti Singh
info,winner,Punjab Kings
info,winner_wickets,2
info,player,Lucknow Super Giants,KL Rahul
info,player,Lucknow Super Giants,KR Mayers
info,player,Lucknow Super Giants,DJ Hooda
info,player,Lucknow Super Giants,KH Pandya
info,player,Lucknow Super Giants,N Pooran
info,player,Lucknow Super Giants,MP Stoinis
info,player,Lucknow Super Giants,A Badoni
info,player,Lucknow Super Giants,K Gowtham
info,player,Lucknow Super Giants,Yudhvir Singh
info,player,Lucknow Super Giants,Ravi Bishnoi
info,player,Lucknow Super Giants,Avesh Khan
info,player,Lucknow Super Giants,MA Wood
info,player,Punjab Kings,Atharva Taide
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,MW Short
info,player,Punjab Kings,Harpreet Singh
info,player,Punjab Kings,Sikandar Raza
info,player,Punjab Kings,SM Curran
info,player,Punjab Kings,JM Sharma
info,player,Punjab Kings,M Shahrukh Khan
info,player,Punjab Kings,Harpreet Brar
info,player,Punjab Kings,K Rabada
info,player,Punjab Kings,RD Chahar
info,player,Punjab Kings,Arshdeep Singh
info,registry,people,A Badoni,872b03f7
info,registry,people,A Bengeri,c109497d
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Atharva Taide,1ac746c8
info,registry,people,Avesh Khan,eef2536f
info,registry,people,DJ Hooda,73ad96ed
info,registry,people,HAS Khalid,291ded7c
info,registry,people,Harpreet Brar,c05edf8e
info,registry,people,Harpreet Singh,28c78fb3
info,registry,people,JM Sharma,800d2d97
info,registry,people,K Gowtham,90de905a
info,registry,people,K Rabada,e62dd25d
info,registry,people,KH Pandya,5b8c830e
info,registry,people,KL Rahul,b17e2f24
info,registry,people,KR Mayers,73c18486
info,registry,people,M Shahrukh Khan,7dcb9bc9
info,registry,people,MA Wood,8d92a2c3
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,MW Short,a90e53ec
info,registry,people,N Pooran,3241e3fd
info,registry,people,NT Ellis,9eb1455b
info,registry,people,P Simran Singh,9418198b
info,registry,people,PN Mankad,663b5e34
info,registry,people,RD Chahar,2ed569a0
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,SM Curran,e94915e6
info,registry,people,Shakti Singh,eb90d319
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,Tapan Sharma,b9aa2b6e
info,registry,people,VK Sharma,a7a49df4
info,registry,people,Yudhvir Singh,4885bbe6
ball,1,0.1,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,1,0,,,,,,"",""
ball,1,0.2,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,0,0,,,,,,"",""
ball,1,0.3,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,6,0,,,,,,"",""
ball,1,0.4,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,0,0,,,,,,"",""
ball,1,0.5,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,0,0,,,,,,"",""
ball,1,0.6,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,0,0,,,,,,"",""
ball,1,1.1,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,0,1,1,,,,,"",""
ball,1,1.2,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,1,0,,,,,,"",""
ball,1,1.3,Lucknow Super Giants,KR Mayers,KL Rahul,Arshdeep Singh,1,0,,,,,,"",""
ball,1,1.4,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,0,0,,,,,,"",""
ball,1,1.5,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,4,0,,,,,,"",""
ball,1,1.6,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,0,0,,,,,,"",""
ball,1,1.7,Lucknow Super Giants,KL Rahul,KR Mayers,Arshdeep Singh,0,0,,,,,,"",""
ball,1,2.1,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,2.2,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,4,0,,,,,,"",""
ball,1,2.3,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,1,0,,,,,,"",""
ball,1,2.4,Lucknow Super Giants,KL Rahul,KR Mayers,K Rabada,0,0,,,,,,"",""
ball,1,2.5,Lucknow Super Giants,KL Rahul,KR Mayers,K Rabada,4,0,,,,,,"",""
ball,1,2.6,Lucknow Super Giants,KL Rahul,KR Mayers,K Rabada,1,0,,,,,,"",""
ball,1,3.1,Lucknow Super Giants,KL Rahul,KR Mayers,SM Curran,1,0,,,,,,"",""
ball,1,3.2,Lucknow Super Giants,KR Mayers,KL Rahul,SM Curran,0,0,,,,,,"",""
ball,1,3.3,Lucknow Super Giants,KR Mayers,KL Rahul,SM Curran,1,0,,,,,,"",""
ball,1,3.4,Lucknow Super Giants,KL Rahul,KR Mayers,SM Curran,1,0,,,,,,"",""
ball,1,3.5,Lucknow Super Giants,KR Mayers,KL Rahul,SM Curran,0,0,,,,,,"",""
ball,1,3.6,Lucknow Super Giants,KR Mayers,KL Rahul,SM Curran,6,0,,,,,,"",""
ball,1,4.1,Lucknow Super Giants,KL Rahul,KR Mayers,K Rabada,0,0,,,,,,"",""
ball,1,4.2,Lucknow Super Giants,KL Rahul,KR Mayers,K Rabada,1,0,,,,,,"",""
ball,1,4.3,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,4.4,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,2,0,,,,,,"",""
ball,1,4.5,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,6,0,,,,,,"",""
ball,1,4.6,Lucknow Super Giants,KR Mayers,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,5.1,Lucknow Super Giants,KL Rahul,KR Mayers,Harpreet Brar,4,0,,,,,,"",""
ball,1,5.2,Lucknow Super Giants,KL Rahul,KR Mayers,Harpreet Brar,1,0,,,,,,"",""
ball,1,5.3,Lucknow Super Giants,KR Mayers,KL Rahul,Harpreet Brar,1,0,,,,,,"",""
ball,1,5.4,Lucknow Super Giants,KL Rahul,KR Mayers,Harpreet Brar,0,0,,,,,,"",""
ball,1,5.5,Lucknow Super Giants,KL Rahul,KR Mayers,Harpreet Brar,1,0,,,,,,"",""
ball,1,5.6,Lucknow Super Giants,KR Mayers,KL Rahul,Harpreet Brar,0,0,,,,,,"",""
ball,1,6.1,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,0,0,,,,,,"",""
ball,1,6.2,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,0,0,,,,,,"",""
ball,1,6.3,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,0,0,,,,,,"",""
ball,1,6.4,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,1,0,,,,,,"",""
ball,1,6.5,Lucknow Super Giants,KR Mayers,KL Rahul,MW Short,1,0,,,,,,"",""
ball,1,6.6,Lucknow Super Giants,KL Rahul,KR Mayers,MW Short,1,0,,,,,,"",""
ball,1,7.1,Lucknow Super Giants,KL Rahul,KR Mayers,Harpreet Brar,1,0,,,,,,"",""
ball,1,7.2,Lucknow Super Giants,KR Mayers,KL Rahul,Harpreet Brar,0,0,,,,,,"",""
ball,1,7.3,Lucknow Super Giants,KR Mayers,KL Rahul,Harpreet Brar,0,0,,,,,,"",""
ball,1,7.4,Lucknow Super Giants,KR Mayers,KL Rahul,Harpreet Brar,0,0,,,,,,caught,KR Mayers
ball,1,7.5,Lucknow Super Giants,DJ Hooda,KL Rahul,Harpreet Brar,0,0,,,,,,"",""
ball,1,7.6,Lucknow Super Giants,DJ Hooda,KL Rahul,Harpreet Brar,2,0,,,,,,"",""
ball,1,8.1,Lucknow Super Giants,KL Rahul,DJ Hooda,Sikandar Raza,2,0,,,,,,"",""
ball,1,8.2,Lucknow Super Giants,KL Rahul,DJ Hooda,Sikandar Raza,4,0,,,,,,"",""
ball,1,8.3,Lucknow Super Giants,KL Rahul,DJ Hooda,Sikandar Raza,1,0,,,,,,"",""
ball,1,8.4,Lucknow Super Giants,DJ Hooda,KL Rahul,Sikandar Raza,0,0,,,,,,lbw,DJ Hooda
ball,1,8.5,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,1,0,,,,,,"",""
ball,1,8.6,Lucknow Super Giants,KL Rahul,KH Pandya,Sikandar Raza,1,0,,,,,,"",""
ball,1,9.1,Lucknow Super Giants,KL Rahul,KH Pandya,SM Curran,4,0,,,,,,"",""
ball,1,9.2,Lucknow Super Giants,KL Rahul,KH Pandya,SM Curran,1,0,,,,,,"",""
ball,1,9.3,Lucknow Super Giants,KH Pandya,KL Rahul,SM Curran,0,0,,,,,,"",""
ball,1,9.4,Lucknow Super Giants,KH Pandya,KL Rahul,SM Curran,4,0,,,,,,"",""
ball,1,9.5,Lucknow Super Giants,KH Pandya,KL Rahul,SM Curran,0,0,,,,,,"",""
ball,1,9.6,Lucknow Super Giants,KH Pandya,KL Rahul,SM Curran,1,0,,,,,,"",""
ball,1,10.1,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,1,0,,,,,,"",""
ball,1,10.2,Lucknow Super Giants,KL Rahul,KH Pandya,Sikandar Raza,2,0,,,,,,"",""
ball,1,10.3,Lucknow Super Giants,KL Rahul,KH Pandya,Sikandar Raza,1,0,,,,,,"",""
ball,1,10.4,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,0,0,,,,,,"",""
ball,1,10.5,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,0,5,,1,,4,,"",""
ball,1,10.6,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,4,0,,,,,,"",""
ball,1,10.7,Lucknow Super Giants,KH Pandya,KL Rahul,Sikandar Raza,1,0,,,,,,"",""
ball,1,11.1,Lucknow Super Giants,KH Pandya,KL Rahul,RD Chahar,1,0,,,,,,"",""
ball,1,11.2,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,1,0,,,,,,"",""
ball,1,11.3,Lucknow Super Giants,KH Pandya,KL Rahul,RD Chahar,1,0,,,,,,"",""
ball,1,11.4,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,2,0,,,,,,"",""
ball,1,11.5,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,1,0,,,,,,"",""
ball,1,11.6,Lucknow Super Giants,KH Pandya,KL Rahul,RD Chahar,0,0,,,,,,"",""
ball,1,12.1,Lucknow Super Giants,KL Rahul,KH Pandya,Arshdeep Singh,0,0,,,,,,"",""
ball,1,12.2,Lucknow Super Giants,KL Rahul,KH Pandya,Arshdeep Singh,4,0,,,,,,"",""
ball,1,12.3,Lucknow Super Giants,KL Rahul,KH Pandya,Arshdeep Singh,1,0,,,,,,"",""
ball,1,12.4,Lucknow Super Giants,KH Pandya,KL Rahul,Arshdeep Singh,1,0,,,,,,"",""
ball,1,12.5,Lucknow Super Giants,KL Rahul,KH Pandya,Arshdeep Singh,0,0,,,,,,"",""
ball,1,12.6,Lucknow Super Giants,KL Rahul,KH Pandya,Arshdeep Singh,1,0,,,,,,"",""
ball,1,13.1,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,0,1,1,,,,,"",""
ball,1,13.2,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,4,0,,,,,,"",""
ball,1,13.3,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,0,0,,,,,,"",""
ball,1,13.4,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,0,0,,,,,,"",""
ball,1,13.5,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,1,0,,,,,,"",""
ball,1,13.6,Lucknow Super Giants,KH Pandya,KL Rahul,RD Chahar,1,0,,,,,,"",""
ball,1,13.7,Lucknow Super Giants,KL Rahul,KH Pandya,RD Chahar,0,0,,,,,,"",""
ball,1,14.1,Lucknow Super Giants,KH Pandya,KL Rahul,K Rabada,2,0,,,,,,"",""
ball,1,14.2,Lucknow Super Giants,KH Pandya,KL Rahul,K Rabada,0,0,,,,,,caught,KH Pandya
ball,1,14.3,Lucknow Super Giants,N Pooran,KL Rahul,K Rabada,0,1,1,,,,,"",""
ball,1,14.4,Lucknow Super Giants,N Pooran,KL Rahul,K Rabada,0,0,,,,,,caught,N Pooran
ball,1,14.5,Lucknow Super Giants,MP Stoinis,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,14.6,Lucknow Super Giants,MP Stoinis,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,14.7,Lucknow Super Giants,MP Stoinis,KL Rahul,K Rabada,0,0,,,,,,"",""
ball,1,15.1,Lucknow Super Giants,KL Rahul,MP Stoinis,RD Chahar,1,0,,,,,,"",""
ball,1,15.2,Lucknow Super Giants,MP Stoinis,KL Rahul,RD Chahar,0,0,,,,,,"",""
ball,1,15.3,Lucknow Super Giants,MP Stoinis,KL Rahul,RD Chahar,6,0,,,,,,"",""
