version,1.7.0
info,balls_per_over,6
info,team,Punjab Kings
info,team,Delhi Capitals
info,gender,male
info,season,2025
info,date,2025/05/08
info,event,Indian Premier League
info,match_number,58
info,venue,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
info,city,Dharamsala
info,toss_winner,Punjab Kings
info,toss_decision,bat
info,umpire,CB Gaffaney
info,umpire,P Joshi
info,reserve_umpire,Bhavesh Patel
info,tv_umpire,J Madanagopal
info,match_referee,DS Manohar
info,outcome,no result
info,player,Punjab Kings,Priyansh Arya
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,JP Inglis
info,player,Punjab Kings,SS Iyer
info,player,Punjab Kings,N Wadhera
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,MP Stoinis
info,player,Punjab Kings,Azmatullah Omarzai
info,player,Punjab Kings,M Jansen
info,player,Punjab Kings,YS Chahal
info,player,Punjab Kings,Arshdeep Singh
info,player,Delhi Capitals,F du Plessis
info,player,Delhi Capitals,Sameer Rizvi
info,player,Delhi Capitals,Abishek Porel
info,player,Delhi Capitals,KL Rahul
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,M Tiwari
info,player,Delhi Capitals,MA Starc
info,player,Delhi Capitals,PVD Chameera
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,T Natarajan
info,registry,people,AR Patel,2e171977
info,registry,people,Abishek Porel,ad3b6e95
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Azmatullah Omarzai,8f6dd463
info,registry,people,Bhavesh Patel,ee03dc30
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,DS Manohar,b35f3ac8
info,registry,people,F du Plessis,3355b542
info,registry,people,J Madanagopal,8275b04a
info,registry,people,JP Inglis,989889ff
info,registry,people,KL Rahul,b17e2f24
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,M Jansen,81c36ee9
info,registry,people,M Tiwari,fb5f69e4
info,registry,people,MA Starc,3fb19989
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,N Wadhera,d1a60072
info,registry,people,P Joshi,ffc0e370
info,registry,people,P Simran Singh,9418198b
info,registry,people,PVD Chameera,327b58d3
info,registry,people,Priyansh Arya,b5797845
info,registry,people,SS Iyer,85ec8e33
info,registry,people,Sameer Rizvi,f89d3b11
info,registry,people,Shashank Singh,26989d80
info,registry,people,T Natarajan,ce794613
info,registry,people,T Stubbs,85b3fab2
info,registry,people,YS Chahal,57ee1fde
ball,1,0.1,Punjab Kings,Priyansh Arya,P Simran Singh,MA Starc,4,0,,,,,,"",""
ball,1,0.2,Punjab Kings,Priyansh Arya,P Simran Singh,MA Starc,4,0,,,,,,"",""
ball,1,0.3,Punjab Kings,Priyansh Arya,P Simran Singh,MA Starc,0,0,,,,,,"",""
ball,1,0.4,Punjab Kings,Priyansh Arya,P Simran Singh,MA Starc,1,0,,,,,,"",""
ball,1,0.5,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,1,0,,,,,,"",""
ball,1,0.6,Punjab Kings,Priyansh Arya,P Simran Singh,MA Starc,1,0,,,,,,"",""
ball,1,1.1,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,0,0,,,,,,"",""
ball,1,1.2,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,1,0,,,,,,"",""
ball,1,1.3,Punjab Kings,P Simran Singh,Priyansh Arya,PVD Chameera,1,0,,,,,,"",""
ball,1,1.4,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,0,0,,,,,,"",""
ball,1,1.5,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,1,0,,,,,,"",""
ball,1,1.6,Punjab Kings,P Simran Singh,Priyansh Arya,PVD Chameera,1,1,,1,,,,"",""
ball,1,1.7,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,4,0,,,,,,"",""
ball,1,2.1,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,4,0,,,,,,"",""
ball,1,2.2,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,0,0,,,,,,"",""
ball,1,2.3,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,0,0,,,,,,"",""
ball,1,2.4,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,4,0,,,,,,"",""
ball,1,2.5,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,0,0,,,,,,"",""
ball,1,2.6,Punjab Kings,P Simran Singh,Priyansh Arya,MA Starc,4,0,,,,,,"",""
ball,1,3.1,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,0,0,,,,,,"",""
ball,1,3.2,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,6,0,,,,,,"",""
ball,1,3.3,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,2,0,,,,,,"",""
ball,1,3.4,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,4,0,,,,,,"",""
ball,1,3.5,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,0,0,,,,,,"",""
ball,1,3.6,Punjab Kings,Priyansh Arya,P Simran Singh,PVD Chameera,6,0,,,,,,"",""
ball,1,4.1,Punjab Kings,P Simran Singh,Priyansh Arya,AR Patel,1,0,,,,,,"",""
ball,1,4.2,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,1,0,,,,,,"",""
ball,1,4.3,Punjab Kings,P Simran Singh,Priyansh Arya,AR Patel,4,0,,,,,,"",""
ball,1,4.4,Punjab Kings,P Simran Singh,Priyansh Arya,AR Patel,3,0,,,,,,"",""
ball,1,4.5,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,0,0,,,,,,"",""
ball,1,4.6,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,6,0,,,,,,"",""
ball,1,5.1,Punjab Kings,P Simran Singh,Priyansh Arya,T Natarajan,1,0,,,,,,"",""
ball,1,5.2,Punjab Kings,Priyansh Arya,P Simran Singh,T Natarajan,0,0,,,,,,"",""
ball,1,5.3,Punjab Kings,Priyansh Arya,P Simran Singh,T Natarajan,0,0,,,,,,"",""
ball,1,5.4,Punjab Kings,Priyansh Arya,P Simran Singh,T Natarajan,1,0,,,,,,"",""
ball,1,5.5,Punjab Kings,P Simran Singh,Priyansh Arya,T Natarajan,0,0,,,,,,"",""
ball,1,5.6,Punjab Kings,P Simran Singh,Priyansh Arya,T Natarajan,2,0,,,,,,"",""
ball,1,6.1,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,1,0,,,,,,"",""
ball,1,6.2,Punjab Kings,P Simran Singh,Priyansh Arya,AR Patel,0,0,,,,,,"",""
ball,1,6.3,Punjab Kings,P Simran Singh,Priyansh Arya,AR Patel,1,0,,,,,,"",""
ball,1,6.4,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,6,0,,,,,,"",""
ball,1,6.5,Punjab Kings,Priyansh Arya,P Simran Singh,AR Patel,1,0,,,,,,"",""
